Date,High,Low,Open,volumefrom,volumeto,Close,High_Last_7_Days,Low_Last_7_Days,Days_Since_High_Last_7_Days,Days_Since_Low_Last_7_Days,%_Diff_From_High_Last_7_Days,%_Diff_From_Low_Last_7_Days,High_Next_5_Days,Low_Next_5_Days,%_Diff_From_High_Next_5_Days,%_Diff_From_Low_Next_5_Days
2020-11-11,15983.03,15288.76,15313.73,45852.83,717920492.19,15707.08,15983.03,14114.37,550.0,550.0,-1.7265186888844024,11.284315205000286,16876.48,15476.25,-6.929170063899578,1.4915111864954362
2020-11-12,16348.99,15476.25,15707.08,67322.57,1074746061.94,16306.53,16348.99,14427.34,551.0,551.0,-0.2597102328645325,13.025200764659322,17857.37,15720.61,-8.684593531970265,3.7270818371551746
2020-11-13,16482.62,15975.8,16306.53,42676.28,694320640.17,16332.85,16482.62,14427.34,552.0,552.0,-0.9086540853335127,13.207632176132261,18466.1,15720.61,-11.552249798278998,3.894505365885928
2020-11-14,16334.29,15720.61,16332.85,28331.05,452657737.75,16075.95,16482.62,14739.11,553.0,553.0,-2.46726551968072,9.070018474656882,18466.1,15796.03,-12.943447723125068,1.7720908354820806
2020-11-15,16156.82,15796.03,16075.95,17966.53,286912254.78,15964.7,16482.62,14833.13,554.0,554.0,-3.142218894811615,7.628666370482843,18814.87,15877.77,-15.148496906967726,0.5474950197666315
2020-11-16,16876.48,15877.77,15964.7,41641.22,685608661.41,16721.46,16876.48,15099.11,555.0,555.0,-0.9185564762320131,10.744673030397147,18966.12,16563.5,-11.835103858880993,0.9536631750535765
2020-11-17,17857.37,16563.5,16721.46,62123.13,1072294334.69,17681.54,17857.37,15288.76,556.0,556.0,-0.9846354754367419,15.650582519445663,18966.12,17260.91,-6.773024740959133,2.4368935357405896
2020-11-18,18466.1,17260.91,17681.54,80691.42,1441862086.0,17786.27,18466.1,15476.25,557.0,557.0,-3.681502862001171,14.926225668362816,18966.12,17365.08,-6.220829563453139,2.425499911316266
2020-11-19,18172.87,17365.08,17786.27,48224.86,859856045.56,17824.64,18466.1,15720.61,558.0,558.0,-3.4737167024980864,13.383895408638717,19419.49,17635.18,-8.212625563287203,1.0743298338888467
2020-11-20,18814.87,17764.07,17824.64,51122.68,939934212.29,18672.78,18814.87,15720.61,559.0,559.0,-0.7552005408488082,18.778978678308274,19488.81,17635.18,-4.187172023330323,5.883693843782703
2020-11-21,18966.12,18359.06,18672.78,37702.81,705040526.65,18704.06,18966.12,15796.03,560.0,560.0,-1.3817269952947555,18.409878937935677,19488.81,16270.37,-4.026669663258044,14.957803663960934
2020-11-22,18757.55,17635.18,18704.06,43464.62,796767991.89,18430.59,18966.12,15877.77,561.0,561.0,-2.823613896780147,16.077950493047823,19488.81,16270.37,-5.429885149478091,13.277018285386252
2020-11-23,18761.66,18010.51,18430.59,48994.17,902518528.75,18385.74,18966.12,16563.5,562.0,562.0,-3.0600881993786677,11.001539529688783,19488.81,16270.37,-5.66001720987582,13.001363828849625
2020-11-24,19419.49,18117.78,18385.74,74142.3,1403472685.29,19157.16,19419.49,17260.91,563.0,563.0,-1.3508593686034067,10.985805499246563,19488.81,16270.37,-1.7017457710347703,17.742620481279765
2020-11-25,19488.81,18519.89,19157.16,59989.48,1141495120.46,18725.76,19488.81,17365.08,564.0,564.0,-3.915323716532733,7.835725490467055,19850.23,16270.37,-5.66477063489945,15.091174939475854
2020-11-26,18907.31,16270.37,18725.76,129609.34,2220672632.83,17175.86,19488.81,16270.37,565.0,565.0,-11.868092510522708,5.565269874010239,19911.79,16462.87,-13.740251378705784,4.330897346574453
2020-11-27,17479.12,16462.87,17175.86,61052.47,1034426524.1,17155.0,19488.81,16270.37,566.0,566.0,-11.975128291568348,5.4370613575474875,19911.79,16895.0,-13.845013431740696,1.5389168393015686
2020-11-28,17893.95,16895.0,17155.0,34697.03,605284901.68,17739.9,19488.81,16270.37,567.0,567.0,-8.973918879603216,9.031939654722052,19911.79,17543.55,-10.907557783604585,1.119214754140423
2020-11-29,18347.24,17543.55,17739.9,27161.16,489679989.73,18199.23,19488.81,16270.37,568.0,568.0,-6.617027925255578,11.855046935011304,19911.79,18194.17,-8.600733535257259,0.02781110652478959
2020-11-30,19850.23,18199.03,18199.23,77985.3,1493787961.07,19686.87,19850.23,16270.37,569.0,569.0,-0.8229627566028231,20.998293216441898,19911.79,18194.17,-1.129582021505861,8.204276424810809
2020-12-01,19911.79,18194.17,19686.87,91108.23,1743191338.61,18792.03,19911.79,16270.37,570.0,570.0,-5.623602900593076,15.49847975184337,19608.49,18350.0,-4.163808635953114,2.4088828337874597
2020-12-02,19337.16,18350.0,18792.03,47787.81,903817773.96,19226.19,19911.79,16270.37,571.0,571.0,-3.4431861726143262,18.16688864481876,19608.49,18514.92,-1.9496656805292139,3.841604500586557
2020-12-03,19608.49,18888.12,19226.19,38699.87,747088833.15,19448.44,19911.79,16462.87,572.0,572.0,-2.327013292124928,18.135173271732086,19541.62,18227.31,-0.47682843080563586,6.699452634535745
2020-12-04,19541.62,18603.79,19448.44,42234.35,804366524.28,18665.0,19911.79,16895.0,573.0,573.0,-6.261566639664243,10.476472329091449,19417.33,17669.15,-3.8745285783369896,5.636094548973768
2020-12-05,19178.4,18514.92,18665.0,20517.48,388466883.76,19156.84,19911.79,17543.55,574.0,574.0,-3.7914722885285586,9.19591530790519,19417.33,17669.15,-1.3415335682094374,8.41970326812551
2020-12-06,19417.33,18885.88,19156.84,21172.5,405708588.31,19378.94,19911.79,18194.17,575.0,575.0,-2.6760527305681814,6.511811201060562,19411.51,17598.13,-0.16778705005432196,10.119313813456303
2020-12-07,19411.51,18909.97,19378.94,24908.46,477334574.93,19181.41,19911.79,18194.17,576.0,576.0,-3.6680780582760315,5.426133756032849,19295.38,17598.13,-0.5906595257517663,8.996865007816163
2020-12-08,19295.38,18227.31,19181.41,46151.65,866543428.89,18323.52,19608.49,18227.31,577.0,577.0,-6.553130812214511,0.527834332109341,19414.65,17598.13,-5.620137370490846,4.121972050439447
2020-12-09,18639.24,17669.15,18323.52,57997.45,1057335071.17,18549.92,19608.49,17669.15,578.0,578.0,-5.398528902531522,4.984789873876201,19414.65,17598.13,-4.454007669466115,5.408472377462817
2020-12-10,18554.32,17920.56,18549.92,37500.96,684802762.09,18250.47,19541.62,17669.15,579.0,579.0,-6.607179957444664,3.2900280998237017,19553.23,17598.13,-6.662633232463374,3.7068711277846007
2020-12-11,18295.1,17598.13,18250.47,45166.17,809318887.79,18034.86,19417.33,17598.13,580.0,580.0,-7.11977393390338,2.481684133484635,21527.36,18033.05,-16.223540647808186,0.010037126276482957
2020-12-12,18948.78,18033.05,18034.86,26150.36,484239535.46,18814.98,19417.33,17598.13,581.0,581.0,-3.1021257814540006,6.914655136653715,23698.98,18733.67,-20.608481884030454,0.434031345700022
2020-12-13,19414.65,18733.67,18814.98,30902.88,592021817.57,19169.05,19414.65,17598.13,582.0,582.0,-1.2650240926310914,8.926630272648277,23698.98,19001.22,-19.114451339255954,0.8832590749435989
2020-12-14,19339.6,19001.22,19169.05,23827.71,456841099.92,19274.69,19414.65,17598.13,583.0,583.0,-0.7208989088137193,9.526921326299997,24114.51,19060.06,-20.070156930412438,1.126072006069222
2020-12-15,19553.23,19060.06,19274.69,42331.4,819839290.04,19441.96,19553.23,17598.13,584.0,584.0,-0.5690619912924895,10.477420044061489,24252.16,19299.86,-19.83410962157598,0.7362747709050664
2020-12-16,21527.36,19299.86,19441.96,95374.74,1949841494.52,21352.13,21527.36,17598.13,585.0,585.0,-0.8139874095104999,21.331811959566156,24252.16,21240.41,-11.957821488890056,0.5259785474950868
2020-12-17,23698.98,21240.41,21352.13,140483.08,3194654467.93,22822.17,23698.98,17598.13,586.0,586.0,-3.699779484180338,29.685199506993055,24252.16,22015.91,-5.896340779542942,3.6621697672274203
2020-12-18,23271.54,22345.87,22822.17,59658.48,1362467582.47,23135.57,23698.98,18033.05,587.0,587.0,-2.3773597007128573,28.295379871957326,24252.16,22015.91,-4.604084749564576,5.085685760888375
2020-12-19,24114.51,22755.03,23135.57,53911.52,1268054141.3,23844.72,24114.51,18733.67,588.0,588.0,-1.1187869875854712,27.282694741606978,24252.16,22015.91,-1.680015305853164,8.306765425549074
2020-12-20,24252.16,23095.72,23844.72,42981.99,1014224949.67,23467.06,24252.16,19001.22,589.0,589.0,-3.2372374254499334,23.50291191828735,24776.64,22015.91,-5.285543156779927,6.591369604981131
2020-12-21,24077.7,22015.91,23467.06,75934.38,1750627321.07,22727.13,24252.16,19060.06,590.0,590.0,-6.288223399482764,19.239551187142116,26780.61,22378.26,-15.135876292586314,1.5589683916444024
2020-12-22,23833.23,22378.26,22727.13,49685.46,1149767378.59,23823.32,24252.16,19299.86,591.0,591.0,-1.7682548688446726,23.437786595343173,28340.08,22641.37,-15.937710832150092,5.220311315083852
2020-12-23,24082.98,22641.37,23823.32,66161.63,1552020951.78,23239.5,24252.16,21240.41,592.0,592.0,-4.175545600886683,9.411729811241875,28340.08,22716.45,-17.99776147420897,2.302516458337457
2020-12-24,23778.56,22716.45,23239.5,39804.23,923848542.66,23724.2,24252.16,22015.91,593.0,593.0,-2.1769607325697966,7.759343129582201,28340.08,23417.43,-16.287462844141587,1.3100071186291595
2020-12-25,24776.64,23417.43,23724.2,49655.15,1199894883.01,24707.98,24776.64,22015.91,594.0,594.0,-0.2771158639750985,12.22783886743723,28990.2,24494.27,-14.771267531786608,0.8724897700564218
2020-12-26,26780.61,24494.27,24707.98,62923.13,1611547513.19,26445.7,26780.61,22015.91,595.0,595.0,-1.2505689750905593,20.120858052199527,29301.67,25805.96,-9.746782350630518,2.479039725706781
2020-12-27,28340.08,25805.96,26445.7,91052.09,2463390777.21,26249.27,28340.08,22015.91,596.0,596.0,-7.377572681516782,19.228639651960787,29666.33,25864.25,-11.518310488692068,1.4886184598432215
2020-12-28,27461.63,26085.96,26249.27,52027.49,1402005893.58,27039.45,28340.08,22378.26,597.0,597.0,-4.589366014492553,20.829099313351453,33257.29,25864.25,-18.696171576216823,4.5437234793199135
2020-12-29,27383.6,25864.25,27039.45,55477.49,1479551411.61,27360.78,28340.08,22641.37,598.0,598.0,-3.4555301184753286,20.84418919879848,34789.34,27360.09,-21.35297766499738,0.0025219215287621143
2020-12-30,28990.2,27360.09,27360.78,70752.88,1993721842.2,28889.61,28990.2,22716.45,599.0,599.0,-0.34697932404743725,27.17484466102758,34789.34,27957.13,-16.958441867537573,3.3353924383511453
2020-12-31,29301.67,27957.13,28889.61,66915.03,1924969475.46,28972.4,29301.67,23417.43,600.0,600.0,-1.123724347451858,23.721518544093016,34789.34,28493.29,-16.720466671687348,1.681483605438335
2021-01-01,29666.33,28748.21,28972.4,50841.73,1487306218.52,29388.94,29666.33,24494.27,601.0,601.0,-0.9350330829597157,19.982918453989434,36973.76,28493.29,-20.51406186441412,3.143371649956877
2021-01-02,33257.29,29036.26,29388.94,119214.75,3750440817.91,32203.64,33257.29,25805.96,602.0,602.0,-3.1681775634755613,24.79148227773739,40365.87,28493.29,-20.22062202548837,13.021837773033576
2021-01-03,34789.34,32010.59,32203.64,93510.99,3132759314.54,33063.48,34789.34,25864.25,603.0,603.0,-4.960887444257332,27.83467527571843,41964.96,28493.29,-21.211696615462035,16.039530710563792
2021-01-04,33622.7,28493.29,33063.48,124909.68,3901979149.92,32030.55,34789.34,25864.25,604.0,604.0,-7.929986599343356,23.841016074311064,41964.96,29985.29,-23.673107278071992,6.820877837099452
2021-01-05,34487.44,29985.29,32030.55,93735.47,3037657026.2,34038.29,34789.34,27360.09,605.0,605.0,-2.1588509583682693,24.40854543972626,41964.96,33404.2,-18.888782450882825,1.8982343537639095
2021-01-06,36973.76,33404.2,34038.29,108190.73,3788317475.74,36849.86,36973.76,27957.13,606.0,606.0,-0.3351025159464481,31.808451010529332,41964.96,30308.4,-12.188978614539366,21.582993493552937
2021-01-07,40365.87,36340.01,36849.86,124086.76,4753170180.55,39479.41,40365.87,28493.29,607.0,607.0,-2.1960631592976916,38.556867248394276,41964.96,30308.4,-5.922917596013426,30.258971110319255
2021-01-08,41964.96,36640.51,39479.41,118077.27,4705592327.36,40636.24,41964.96,28493.29,608.0,608.0,-3.1662606136166964,42.61687576267955,41427.88,30308.4,-1.9108870644599711,34.07583376225731
2021-01-09,41400.48,38783.61,40636.24,55591.28,2241901362.12,40236.66,41964.96,28493.29,609.0,609.0,-4.118435952280178,41.214510504052015,41427.88,30308.4,-2.8754066102344455,32.7574533792612
2021-01-10,41427.88,35283.65,40236.66,103220.32,3983391028.78,38202.08,41964.96,28493.29,610.0,610.0,-8.966718900720977,34.07395214803205,40093.43,30308.4,-4.717356434707628,26.044528909477236
2021-01-11,38266.42,30308.4,38202.08,240328.0,8100819368.26,35496.03,41964.96,29985.29,611.0,611.0,-15.41507486245668,18.37814475030923,40093.43,32405.89,-11.466716616662634,9.53573563324445
2021-01-12,36620.28,32522.98,35496.03,115232.53,3999535589.05,34058.4,41964.96,30308.4,612.0,612.0,-18.84086151875278,12.372807538504176,40093.43,32405.89,-15.052416318583864,5.099412483347941
2021-01-13,37809.67,32405.89,34058.4,91979.17,3198683391.78,37380.85,41964.96,30308.4,613.0,613.0,-10.923661073428882,23.334950046851688,40093.43,33854.83,-6.765647139693465,10.415116543193385
2021-01-14,40093.43,36751.89,37380.85,74972.21,2895085049.06,39155.58,41964.96,30308.4,614.0,614.0,-6.694585196792746,29.190521439600904,39695.43,33854.83,-1.3599802294621788,15.657293213405591
2021-01-15,39695.43,34396.19,39155.58,89468.27,3288447634.87,36790.17,41427.88,30308.4,615.0,615.0,-11.194659248795737,21.386051391693382,37942.44,33519.59,-3.0368895621894745,9.757219584129764
2021-01-16,37942.44,35395.88,36790.17,54226.28,1995053500.31,36025.26,41427.88,30308.4,616.0,616.0,-13.041024546754493,18.862295601219465,37867.53,30067.14,-4.865038728430391,19.81605167634834
2021-01-17,36860.67,33854.83,36025.26,50913.3,1806688237.48,35839.51,40093.43,30308.4,617.0,617.0,-10.61001765127104,18.24942920114556,37867.53,28817.3,-5.3555645166188475,24.368035867343586
2021-01-18,37429.24,34784.4,35839.51,43063.97,1554686784.02,36623.04,40093.43,32405.89,618.0,618.0,-8.655757314851833,13.013529330624776,37867.53,28817.3,-3.2864303533924657,27.086992882747523
2021-01-19,37867.53,35917.28,36623.04,48457.45,1787957383.29,35932.79,40093.43,32405.89,619.0,619.0,-10.377361078860051,10.883515311568365,36409.96,28817.3,-1.3105479929118249,24.6917303147762
2021-01-20,36409.96,33519.59,35932.79,66302.02,2316775667.92,35501.38,40093.43,33519.59,620.0,620.0,-11.453372784518567,5.912333653245762,35619.6,28817.3,-0.3318959224696548,23.194678196777623
2021-01-21,35619.6,30067.14,35501.38,125586.98,4042427455.09,30840.3,39695.43,30067.14,621.0,621.0,-22.307681262049563,2.5714451058531003,34881.18,28817.3,-11.584699829535586,7.020088627317618
2021-01-22,33857.39,28817.3,30840.3,109210.12,3418228006.19,33008.02,37942.44,28817.3,622.0,622.0,-13.00501496477297,14.542375586887035,34881.18,29236.73,-5.370116492618666,12.899151170462625
2021-01-23,33484.73,31430.15,33008.02,39813.32,1287618530.17,32107.29,37867.53,28817.3,623.0,623.0,-15.21155459571828,11.416718429554475,34881.18,29236.73,-7.952397252615878,9.818334676962852
2021-01-24,33090.99,30957.56,32107.29,33650.76,1079875602.62,32283.66,37867.53,28817.3,624.0,624.0,-14.74579936953902,12.028746620953388,38631.5,29236.73,-16.43177199953406,10.421582714619591
2021-01-25,34881.18,31937.09,32283.66,59529.49,1989618039.07,32275.27,37867.53,28817.3,625.0,625.0,-14.767955554534447,11.99963216540065,38631.5,29236.73,-16.453490027568172,10.39288593491817
2021-01-26,32943.69,30853.17,32275.27,59770.06,1909630282.43,32516.52,36409.96,28817.3,626.0,626.0,-10.693337757031314,12.836802892706817,38631.5,29236.73,-15.828999650544242,11.218046614652188
2021-01-27,32580.05,29236.73,32516.52,102257.23,3149650799.32,30423.05,35619.6,28817.3,627.0,627.0,-14.589018405596917,5.572173659572548,38631.5,29905.53,-21.248074757645966,1.7305160617451034
2021-01-28,33880.92,29905.53,30423.05,76993.1,2463162479.45,33443.87,34881.18,28817.3,628.0,628.0,-4.120588810355606,16.054835116405783,38631.5,31996.08,-13.428497469681473,4.524898050011129
2021-01-29,38631.5,31996.08,33443.87,169454.57,6015929349.68,34252.08,38631.5,29236.73,629.0,629.0,-11.336396464025466,17.15427819732235,37704.8,32214.08,-9.157242579194163,6.326426208664038
2021-01-30,34906.15,32858.0,34252.08,46326.31,1574213551.44,34317.82,38631.5,29236.73,630.0,630.0,-11.166224454137168,17.379132344827894,38741.89,32214.08,-11.419344797065914,6.530498465267355
2021-01-31,34381.7,32214.08,34317.82,35337.11,1176981986.93,33143.22,38631.5,29236.73,631.0,631.0,-14.206748378913577,13.361583186628605,38741.89,32340.24,-14.451205142547249,2.482912928289956
2021-02-01,34714.34,32340.24,33143.22,48144.6,1623291067.04,33535.94,38631.5,29236.73,632.0,632.0,-13.190168644758804,14.704825060805375,40989.11,33459.48,-18.183293074672758,0.2285152070504357
2021-02-02,36004.47,33459.48,33535.94,51377.38,1789698965.07,35524.43,38631.5,29236.73,633.0,633.0,-8.042840687004128,21.50616707135169,40989.11,35413.72,-13.332028921828263,0.3126189510731974
2021-02-03,37704.8,35413.72,35524.43,63974.93,2340630205.42,37677.34,38631.5,29905.53,634.0,634.0,-2.4699015052483166,25.987869133233882,46606.82,36199.19,-19.15917026735573,4.083378661235222
2021-02-04,38741.89,36199.19,37677.34,73775.45,2767003411.51,36983.42,38741.89,31996.08,635.0,635.0,-4.538937052374061,15.587346950001363,48209.59,36626.5,-23.286176049205146,0.9744856865930358
2021-02-05,38343.92,36626.5,36983.42,45243.69,1705038314.0,38310.24,38741.89,32214.08,636.0,636.0,-1.1141686685910301,18.923899114921163,48209.59,37408.16,-20.5339850432248,2.411452474540299
2021-02-06,40989.11,38247.96,38310.24,66494.6,2642530408.41,39267.01,40989.11,32214.08,637.0,637.0,-4.2013598245973105,21.893935819368423,48664.81,37408.16,-19.31128468394307,4.969102997848593
2021-02-07,39721.59,37408.16,39267.01,53823.4,2076904733.5,38868.82,40989.11,32340.24,638.0,638.0,-5.172812973982603,20.187172389567912,48930.99,38063.87,-20.56400248595011,2.114735049273752
2021-02-08,46606.82,38063.87,38868.82,138485.21,5944522159.67,46437.41,46606.82,33459.48,639.0,639.0,-0.36348757542350285,38.78700446032036,48930.99,43743.99,-5.09611597885102,6.1572343995140955
2021-02-09,48209.59,45051.46,46437.41,98670.48,4610214635.38,46509.57,48209.59,35413.72,640.0,640.0,-3.526310843962782,31.332065651391606,49642.39,43743.99,-6.310775931618119,6.322194203135109
2021-02-10,47349.86,43743.99,46509.57,72992.8,3326890835.4,44854.95,48209.59,36199.19,641.0,641.0,-6.958449553294272,23.91147426226939,49642.39,44032.66,-9.643854778144249,1.8674547483617694
2021-02-11,48664.81,44032.66,44854.95,72251.82,3377367971.59,48006.18,48664.81,36626.5,642.0,642.0,-1.3534009482416502,31.069526162751014,50561.53,45910.0,-5.053941207870882,4.565846220866914
2021-02-12,48930.99,46243.85,48006.18,59549.61,2831634659.58,47435.54,48930.99,37408.16,643.0,643.0,-3.056243088480321,26.805328035380505,52622.68,45910.0,-9.857232660898303,3.322892615987804
2021-02-13,48171.46,46291.19,47435.54,33281.25,1571324550.44,47222.32,48930.99,37408.16,644.0,644.0,-3.491999650936959,26.235345443347107,52622.68,45910.0,-10.262419169833237,2.8584622086691347
2021-02-14,49642.39,47096.92,47222.32,37853.59,1841963034.08,48652.87,49642.39,38063.87,645.0,645.0,-1.9932964549047634,27.819031538306533,56331.09,45910.0,-13.630519132507457,5.974450010890879
2021-02-15,49031.74,45910.0,48652.87,52683.57,2502097939.18,47936.51,49642.39,43743.99,646.0,646.0,-3.436337372153108,9.58421945506115,57528.16,47068.63,-16.67296503138637,1.8438607624653718
2021-02-16,50561.53,47068.63,47936.51,66072.59,3237085085.6,49184.63,50561.53,43743.99,647.0,647.0,-2.7232166431672487,12.43745712268131,58348.75,48967.72,-15.705769189571331,0.44296528406876245
2021-02-17,52622.68,48967.72,49184.63,67133.49,3423930178.2,52154.91,52622.68,44032.66,648.0,648.0,-0.8889132974603284,18.445967152563572,58348.75,48194.31,-10.615205981276372,8.2179825792713
2021-02-18,52550.6,50874.81,52154.91,42530.26,2205232619.94,51591.61,52622.68,45910.0,649.0,649.0,-1.9593642893140366,12.37553909823568,58348.75,44983.39,-11.580607982176138,14.69035570685091
2021-02-19,56331.09,50766.83,51591.61,72433.44,3893034056.64,55933.47,56331.09,45910.0,650.0,650.0,-0.7058624287227451,21.832868656066218,58348.75,44983.39,-4.139386019409154,24.342496196929584
2021-02-20,57528.16,54140.61,55933.47,52924.57,2974872569.57,55900.84,57528.16,45910.0,651.0,651.0,-2.828736396227529,21.76179481594423,58348.75,44983.39,-4.195308382784556,24.26995831127889
2021-02-21,58348.75,55516.07,55900.84,33823.01,1934005633.01,57469.95,58348.75,45910.0,652.0,652.0,-1.506116240707818,25.179590503158344,57540.74,44153.46,-0.1230258769699536,30.159561674215336
2021-02-22,57540.74,48194.31,57469.95,130806.33,6995162441.1,54121.17,58348.75,47068.63,653.0,653.0,-7.24536515349515,14.983525120658921,54164.35,44153.46,-0.0797203326542279,22.575150395914612
2021-02-23,54164.35,44983.39,54121.17,165758.08,8016450648.12,48898.7,58348.75,44983.39,654.0,654.0,-16.195805394288655,8.703901595677866,52086.34,43061.92,-6.119915509517466,13.554388657077993
2021-02-24,51399.55,47015.55,48898.7,74972.28,3729774704.65,49738.17,58348.75,44983.39,655.0,655.0,-14.757094196533776,10.570079311496974,52086.34,43061.92,-4.508226149120861,15.503837265036024
2021-02-25,52086.34,46728.88,49738.17,73102.42,3643008748.86,47082.87,58348.75,44983.39,656.0,656.0,-19.307834358062507,4.667233838979239,50221.14,43061.92,-6.248902354665778,9.337600367099293
2021-02-26,48438.38,44153.46,47082.87,90519.05,4204800171.81,46324.5,58348.75,44153.46,657.0,657.0,-20.607553717945972,4.917032549657492,52625.39,43061.92,-11.973098916701613,7.576485210134621
2021-02-27,48362.8,45063.84,46324.5,39013.78,1831237567.32,46191.39,58348.75,44153.46,658.0,658.0,-20.835681998329015,4.615561271981856,52625.39,43061.92,-12.226037659768412,7.267372193343913
2021-02-28,46645.9,43061.92,46191.39,62249.5,2776726256.13,45261.03,57540.74,43061.92,659.0,659.0,-21.340896901916796,5.1068554305056555,52625.39,45058.98,-13.993929546175336,0.44841228097039837
2021-03-01,49812.2,45058.98,45261.03,65660.6,3146266419.71,49635.07,54164.35,43061.92,660.0,660.0,-8.3621053331204,15.264414591824984,52625.39,46311.43,-5.682276178855871,7.176716417523707
2021-03-02,50221.14,47097.84,49635.07,43281.84,2105387914.68,48501.21,52086.34,43061.92,661.0,661.0,-6.883052255159409,12.631322523473179,52625.39,46311.43,-7.836863536783291,4.728379149596544
2021-03-03,52625.39,48176.64,48501.21,51572.27,2615513552.66,50392.55,52625.39,43061.92,662.0,662.0,-4.242894922013873,17.02346295752722,52408.08,46311.43,-3.845838275319376,8.81233855227533
2021-03-04,51792.65,47516.91,50392.55,61387.71,3024053725.58,48363.74,52625.39,43061.92,663.0,663.0,-8.09808725408021,12.312084551733875,54933.93,46311.43,-11.960167422938795,4.43154098243133
2021-03-05,49467.19,46311.43,48363.74,60955.82,2907395734.68,48775.37,52625.39,43061.92,664.0,664.0,-7.3158982764783245,13.26798712180043,57396.59,47099.07,-15.020439367565205,3.5590936296619082
2021-03-06,49185.32,47099.07,48775.37,25116.42,1214194643.85,48892.8,52625.39,43061.92,665.0,665.0,-7.092755037064801,13.54068745657417,58142.77,48892.8,-15.909063156089735,0.0
2021-03-07,51455.54,48892.8,48892.8,32958.26,1658558074.88,50964.18,52625.39,45058.98,666.0,666.0,-3.1566701928479755,13.10548973811657,58142.77,49341.09,-12.346487792033296,3.2895300853710445
2021-03-08,52408.08,49341.09,50964.18,48084.28,2445827949.75,52405.02,52625.39,46311.43,667.0,667.0,-0.4187522410760331,13.157853255664955,61749.15,51888.98,-15.132402632262961,0.9945078897291747
2021-03-09,54933.93,51888.98,52405.02,53740.22,2898199576.25,54928.7,54933.93,46311.43,668.0,668.0,-0.009520527659323121,18.60722072283235,61749.15,53054.34,-11.045415200047296,3.532906073282602
2021-03-10,57396.59,53054.34,54928.7,70138.56,3898251700.72,55893.31,57396.59,46311.43,669.0,669.0,-2.6191102990613184,20.690097455422986,61749.15,54314.65,-9.48327223937496,2.906508649139774
2021-03-11,58142.77,54314.65,55893.31,59202.98,3340389094.49,57809.41,58142.77,46311.43,670.0,670.0,-0.573347296663013,24.827520981321467,61749.15,53269.13,-6.380233574065389,8.523285437550804
2021-03-12,58069.58,55089.68,57809.41,54282.31,3079097934.08,57256.22,58142.77,47099.07,671.0,671.0,-1.5247811550773993,21.565500125586347,61749.15,53269.13,-7.276100156844264,7.484804050676262
2021-03-13,61749.15,56103.32,57256.22,57862.75,3439594034.95,61179.79,61749.15,48892.8,672.0,672.0,-0.9220531780599419,25.130469107925908,61674.66,53269.13,-0.8023878850730634,14.850364554480247
2021-03-14,61674.66,58980.95,61179.79,34886.85,2105197604.06,58998.89,61749.15,49341.09,673.0,673.0,-4.453923657248726,19.5735440785763,60589.17,53269.13,-2.624693488951902,10.756248506405122
2021-03-15,60589.17,54857.68,58998.89,75161.15,4297382088.92,55665.01,61749.15,51888.98,674.0,674.0,-9.852993927851637,7.277132832443418,60077.79,53269.13,-7.34511039770271,4.4976893746903785
2021-03-16,56936.04,53269.13,55665.01,62540.93,3441195999.4,56925.01,61749.15,53054.34,675.0,675.0,-7.812480009846288,7.295670815997345,60077.79,54156.11,-5.247829522357595,5.1128118323121825
2021-03-17,58975.28,54156.11,56925.01,62035.71,3493543493.16,58909.0,61749.15,53269.13,676.0,676.0,-4.599496511288012,10.587501616790068,60077.79,53795.78,-1.9454610430909673,9.50487194348702
2021-03-18,60077.79,57022.2,58909.0,54289.71,3178687259.25,57643.32,61749.15,53269.13,677.0,677.0,-6.649208936479291,8.211491345925873,59911.7,52984.36,-3.786205365562983,8.793085355754036
2021-03-19,59453.32,56283.37,57643.32,41182.41,2397999967.37,58060.21,61749.15,53269.13,678.0,678.0,-5.974074137052902,8.994102212669894,59911.7,51685.15,-3.0903646533147917,12.334413269575492
2021-03-20,59911.7,57837.79,58060.21,28696.46,1687922804.56,58101.34,61674.66,53269.13,679.0,679.0,-5.793821968374056,9.071313911077578,58621.34,50406.31,-0.8870489825036413,15.266005387023965
2021-03-21,58621.34,55635.61,58101.34,34236.52,1958214099.07,57374.95,60589.17,53269.13,680.0,680.0,-5.30494146066038,7.707691114910268,58431.44,50406.31,-1.808084825566519,13.824935806648018
2021-03-22,58431.44,53795.78,57374.95,51098.9,2865346861.49,54095.36,60077.79,53269.13,681.0,681.0,-9.957806370707045,1.5510484214778864,57202.53,50406.31,-5.431875128600079,7.318627370263769
2021-03-23,55836.27,52984.36,54095.36,44780.24,2444787014.61,54355.45,60077.79,52984.36,682.0,682.0,-9.524884320811408,2.587725887412807,57202.53,50406.31,-4.977192442362256,7.83461435681366
2021-03-24,57202.53,51685.15,54355.45,62596.16,3420695083.54,52303.02,60077.79,51685.15,683.0,683.0,-12.941171770799166,1.1954497568450422,58413.9,50406.31,-10.461345672862118,3.762842390169007
2021-03-25,53199.52,50406.31,52303.02,69776.36,3617760373.16,51336.09,59911.7,50406.31,684.0,684.0,-14.313748399728269,1.844570649984097,59402.27,51275.54,-13.578908684802787,0.11808749356904995
